alert_id,timestamp,source_ip,destination_ip,label,severity,mitre_tactic,mitre_technique,mitre_conf,shap_feat_1,shap_val_1,shap_feat_2,shap_val_2,shap_feat_3,shap_val_3,shap_feat_4,shap_val_4,shap_feat_5,shap_val_5
297,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.662,Total Backward Packets,-0.6746,Flow IAT Std,-0.5767,Flow IAT Mean,0.4871,Flow IAT Max,-0.4711
298,2026-07-27 10:00:00,172.16.0.33,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.5877,Flow Duration,-0.6168,Total Fwd Packets,0.35,Fwd Packet Length Min,-0.3154,Flow IAT Mean,-0.2445
299,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.2325,Bwd Packet Length Max,4.4234,Total Fwd Packets,-1.151,Fwd Packet Length Mean,-1.0219,Fwd Packet Length Max,-0.9481
300,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,44.0,Flow IAT Mean,-0.1082,Fwd Packet Length Mean,0.1,Bwd Packet Length Min,0.0956,Flow IAT Max,0.0906,Flow IAT Min,-0.0731
301,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.8141,Fwd IAT Total,-0.735,Bwd Packet Length Mean,-0.6718,Fwd IAT Mean,-0.6672,Total Length of Fwd Packets,0.5574
302,2026-07-27 10:00:00,172.16.0.29,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.685,Destination Port,-0.5715,Flow Packets/s,-0.3208,Flow IAT Min,0.3101,Fwd Packet Length Min,0.2914
303,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,4.4208,Fwd IAT Total,4.3361,Flow Bytes/s,2.3859,Fwd Packet Length Mean,-1.1103,Fwd Packet Length Max,-0.9609
304,2026-07-27 10:00:00,172.16.0.93,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.7273,Fwd Packet Length Min,-0.5244,Destination Port,-0.4936,Fwd IAT Total,-0.4382,Bwd Packet Length Std,0.4299
305,2026-07-27 10:00:00,172.16.0.78,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.7365,Flow Duration,-0.5107,Fwd Packet Length Min,-0.3306,Fwd IAT Mean,-0.3012,Fwd Packet Length Mean,-0.2857
306,2026-07-27 10:00:00,172.16.0.14,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.1969,Fwd Packet Length Max,2.4888,Destination Port,0.8817,Flow IAT Std,-0.8074,Total Length of Bwd Packets,-0.6688
307,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.6193,Total Length of Fwd Packets,-1.2937,Total Fwd Packets,-0.6914,Flow IAT Mean,0.6769,Fwd IAT Total,-0.4779
308,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,3.0802,Fwd Packet Length Std,-1.0328,Bwd Packet Length Max,-0.9319,Total Length of Bwd Packets,-0.4306,Bwd Packet Length Std,0.3976
309,2026-07-27 10:00:00,172.16.0.71,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,6.2288,Fwd Packet Length Max,2.5247,Flow IAT Std,-1.0599,Flow IAT Max,-0.8643,Bwd Packet Length Max,-0.7824
310,2026-07-27 10:00:00,172.16.0.5,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.4918,Flow Duration,-0.5503,Flow IAT Max,-0.4222,Bwd Packet Length Max,0.3778,Total Length of Fwd Packets,-0.3189
311,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.0216,Flow Duration,4.792,Flow Bytes/s,1.5339,Fwd Packet Length Max,-0.9739,Fwd Packet Length Min,-0.9123
312,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,4.6408,Flow Duration,4.0695,Flow Bytes/s,3.5978,Fwd Packet Length Mean,-1.0985,Total Length of Fwd Packets,-0.967
313,2026-07-27 10:00:00,172.16.0.40,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.6424,Destination Port,-0.5535,Flow IAT Std,-0.3555,Fwd IAT Mean,-0.355,Flow IAT Mean,-0.3411
314,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.1398,Flow Bytes/s,-0.8054,Fwd Packet Length Std,-0.6824,Fwd IAT Mean,-0.6147,Fwd Packet Length Max,0.5516
315,2026-07-27 10:00:00,172.16.0.78,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,6.572,Fwd Packet Length Max,2.0305,Flow Duration,-1.1063,Flow Packets/s,-0.9845,Flow Bytes/s,-0.8948
316,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.4867,Bwd Packet Length Max,4.6989,Destination Port,-1.4279,Flow Duration,-1.3082,Fwd IAT Total,-1.0232
317,2026-07-27 10:00:00,172.16.0.93,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.9017,Fwd Packet Length Max,1.98,Bwd Packet Length Max,-0.974,Destination Port,0.7736,Total Backward Packets,-0.7422
318,2026-07-27 10:00:00,172.16.0.54,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.8599,Total Length of Fwd Packets,0.6414,Fwd IAT Total,-0.5835,Destination Port,-0.5147,Fwd Packet Length Min,-0.4522
319,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.5895,Bwd Packet Length Max,2.0104,Bwd Packet Length Mean,-1.1442,Fwd Packet Length Max,-1.072,Fwd Packet Length Std,-0.9425
320,2026-07-27 10:00:00,172.16.0.29,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.5269,Fwd Packet Length Max,2.977,Flow Duration,-1.2844,Fwd Packet Length Mean,-1.1729,Fwd IAT Mean,-0.7581
321,2026-07-27 10:00:00,172.16.0.82,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,82.845,Flow Duration,-4.5323,Fwd Packet Length Std,-4.121,Total Length of Fwd Packets,-3.849,Total Fwd Packets,-3.8238
322,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.773,Flow IAT Mean,0.6148,Fwd Packet Length Max,-0.5271,Flow IAT Min,-0.4984,Bwd Packet Length Min,0.4808
323,2026-07-27 10:00:00,172.16.0.90,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.2153,Fwd Packet Length Max,2.589,Flow IAT Max,-0.7698,Bwd Packet Length Max,-0.7617,Destination Port,0.7563
324,2026-07-27 10:00:00,172.16.0.92,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.5999,Flow Duration,-0.5702,Fwd Packet Length Std,-0.2111,Fwd IAT Mean,-0.1973,Bwd Packet Length Std,-0.1923
325,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.1466,Flow Packets/s,-0.861,Destination Port,-0.7046,Fwd Packet Length Mean,-0.5448,Total Length of Fwd Packets,-0.5184
326,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.3845,Flow Bytes/s,-0.8871,Total Length of Fwd Packets,-0.8598,Destination Port,-0.8391,Flow IAT Max,0.7887
327,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.927,Bwd Packet Length Max,1.9461,Flow Duration,-1.0267,Destination Port,-0.9926,Total Length of Fwd Packets,-0.9797
328,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.1525,Bwd Packet Length Max,3.5342,Fwd Packet Length Std,-1.1833,Bwd Packet Length Std,-1.1007,Total Backward Packets,-0.9164
329,2026-07-27 10:00:00,172.16.0.49,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.4864,Fwd IAT Mean,-0.5927,Fwd Packet Length Std,-0.5263,Flow Duration,-0.4982,Flow Bytes/s,0.2921
330,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.1287,Total Length of Fwd Packets,0.7813,Bwd Packet Length Max,-0.681,Fwd IAT Mean,-0.5924,Fwd Packet Length Min,0.4826
331,2026-07-27 10:00:00,172.16.0.11,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.5002,Destination Port,-0.4958,Total Length of Fwd Packets,-0.4407,Total Length of Bwd Packets,-0.3859,Flow IAT Mean,0.3331
332,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.2199,Bwd Packet Length Max,3.9146,Total Length of Fwd Packets,-1.0373,Flow IAT Std,-1.0369,Flow Bytes/s,-0.8427
333,2026-07-27 10:00:00,172.16.0.42,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.3185,Destination Port,-0.5236,Fwd Packet Length Std,-0.5186,Total Length of Fwd Packets,-0.4902,Fwd Packet Length Min,-0.3061
334,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.1592,Flow IAT Std,-1.0638,Flow Packets/s,-0.5931,Total Length of Bwd Packets,-0.5615,Flow IAT Mean,0.5574
335,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.3949,Total Fwd Packets,-1.0886,Flow IAT Mean,0.5398,Fwd Packet Length Mean,-0.5218,Bwd Packet Length Std,-0.4383
336,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.146,Flow Bytes/s,-0.7735,Total Backward Packets,-0.7244,Fwd IAT Mean,0.6593,Total Length of Fwd Packets,-0.6072
337,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,72.0,Flow IAT Max,0.0975,Flow Duration,-0.0973,Bwd Packet Length Max,0.0874,Fwd IAT Total,0.0828,Bwd Packet Length Mean,-0.0709
338,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Flow Duration,0.116,Fwd Packet Length Mean,0.1097,Flow IAT Min,-0.1068,Destination Port,-0.1058,Total Fwd Packets,-0.09
339,2026-07-27 10:00:00,172.16.0.50,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.6294,Fwd Packet Length Max,2.7773,Flow Duration,-1.2132,Flow Packets/s,-0.8107,Flow IAT Mean,-0.76
340,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,12.2855,Bwd Packet Length Max,3.4431,Flow Packets/s,-1.9281,Bwd Packet Length Min,-1.1114,Flow Duration,-1.0927
341,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.0853,Bwd Packet Length Max,3.2977,Total Length of Fwd Packets,-0.8794,Flow Duration,-0.8653,Flow IAT Min,-0.8423
342,2026-07-27 10:00:00,172.16.0.26,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,82.9398,Flow Duration,-4.3685,Flow Bytes/s,-4.1999,Fwd Packet Length Std,-4.1724,Fwd IAT Total,-3.9189
343,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.8576,Flow Packets/s,-0.8862,Flow Bytes/s,0.6867,Total Backward Packets,0.6689,Fwd IAT Total,-0.5162
344,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,56.00000000000001,Destination Port,0.1472,Bwd Packet Length Min,-0.0893,Total Backward Packets,-0.0875,Fwd IAT Total,0.0708,Flow IAT Mean,0.0703
345,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.0697,Total Fwd Packets,-0.7115,Bwd Packet Length Max,0.5913,Fwd IAT Total,-0.4424,Fwd Packet Length Mean,-0.4249
346,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.1637,Flow IAT Std,-0.7339,Bwd Packet Length Std,-0.6655,Flow IAT Mean,0.6344,Bwd Packet Length Min,-0.3597
347,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,4.7832,Flow Duration,4.7361,Flow Bytes/s,1.55,Flow IAT Min,-1.2432,Bwd Packet Length Min,-1.0333
348,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Flow IAT Std,0.1144,Fwd Packet Length Std,0.1047,Fwd IAT Total,0.0878,Destination Port,-0.0805,Total Length of Fwd Packets,-0.0749
349,2026-07-27 10:00:00,172.16.0.69,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.0952,Fwd Packet Length Max,2.5509,Destination Port,0.8645,Fwd Packet Length Mean,-0.7677,Bwd Packet Length Max,-0.7076
350,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.8361,Fwd IAT Total,-0.9615,Flow IAT Mean,0.9127,Flow Bytes/s,-0.8768,Bwd Packet Length Min,-0.8165
351,2026-07-27 10:00:00,172.16.0.76,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.6228,Destination Port,-0.5317,Bwd Packet Length Min,0.3181,Flow IAT Std,-0.3161,Fwd Packet Length Min,-0.2942
352,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.4451,Flow IAT Mean,0.9036,Flow Packets/s,-0.877,Bwd Packet Length Std,-0.6995,Flow Bytes/s,-0.6689
353,2026-07-27 10:00:00,172.16.0.12,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,3.6494,Fwd Packet Length Max,1.6659,Bwd Packet Length Max,-0.9005,Destination Port,0.6962,Total Length of Bwd Packets,-0.5712
354,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.4955,Flow IAT Std,-0.6432,Fwd Packet Length Std,-0.6012,Flow IAT Min,0.5837,Total Fwd Packets,-0.4317
355,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.4451,Flow Bytes/s,0.6425,Fwd IAT Total,-0.6301,Fwd Packet Length Min,-0.512,Total Fwd Packets,0.4792
356,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.3084,Bwd Packet Length Max,-0.6077,Flow Bytes/s,0.5765,Flow IAT Min,-0.5157,Bwd Packet Length Mean,-0.5009
357,2026-07-27 10:00:00,172.16.0.55,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Fwd IAT Total,-0.6534,Total Backward Packets,0.6374,Flow IAT Std,0.3656,Destination Port,-0.3517,Flow IAT Max,-0.2919
358,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.4276,Flow IAT Std,-0.673,Flow IAT Mean,0.6724,Fwd IAT Total,0.5678,Bwd Packet Length Max,-0.5423
359,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.5223,Total Length of Bwd Packets,-0.6248,Total Fwd Packets,-0.6244,Bwd Packet Length Min,-0.4828,Fwd Packet Length Max,-0.433
360,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.6838,Flow IAT Min,-0.7089,Flow IAT Max,-0.5228,Bwd Packet Length Min,-0.4787,Total Length of Bwd Packets,-0.3968
361,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.5737,Total Length of Bwd Packets,-0.6208,Total Backward Packets,-0.4784,Bwd Packet Length Mean,-0.4258,Fwd Packet Length Mean,0.4079
362,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,3.1112,Flow Bytes/s,-1.2124,Fwd Packet Length Mean,-0.7442,Bwd Packet Length Min,-0.6605,Bwd Packet Length Max,0.5105
363,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,4.8037,Fwd IAT Total,4.581,Flow Bytes/s,1.8133,Flow IAT Std,-0.9187,Fwd Packet Length Min,-0.8763
364,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,50.0,Flow IAT Mean,0.109,Flow Bytes/s,-0.1014,Fwd IAT Mean,-0.0831,Flow IAT Min,-0.0786,Flow Duration,0.0765
365,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.1023,Flow IAT Min,-0.6941,Flow Packets/s,0.5701,Bwd Packet Length Mean,-0.5553,Fwd IAT Total,0.5192
366,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.5554,Bwd Packet Length Max,3.413,Flow IAT Max,-1.4334,Fwd Packet Length Min,-1.2202,Flow IAT Std,-1.1824
367,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.3187,Bwd Packet Length Max,2.4493,Total Length of Fwd Packets,-0.8331,Fwd IAT Total,-0.7786,Bwd Packet Length Min,-0.7634
368,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,4.046,Flow Duration,3.978,Flow Bytes/s,1.9982,Fwd Packet Length Min,-0.8533,Total Length of Bwd Packets,-0.8242
369,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.9675,Bwd Packet Length Max,2.9845,Flow Duration,-1.607,Flow Packets/s,-1.0599,Destination Port,-0.9613
370,2026-07-27 10:00:00,172.16.0.46,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.7961,Total Length of Fwd Packets,-0.4725,Destination Port,-0.4598,Fwd Packet Length Min,0.3078,Total Length of Bwd Packets,0.2892
371,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,4.5779,Bwd Packet Length Max,3.7807,Total Backward Packets,-0.9986,Bwd Packet Length Min,-0.8563,Fwd Packet Length Max,-0.7574
372,2026-07-27 10:00:00,172.16.0.11,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.7516,Fwd Packet Length Max,2.1392,Destination Port,0.8236,Flow IAT Std,-0.7057,Total Backward Packets,-0.666
373,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.99,Flow Bytes/s,-0.843,Total Length of Bwd Packets,-0.7521,Flow IAT Mean,0.7232,Destination Port,0.5595
374,2026-07-27 10:00:00,172.16.0.86,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.2444,Fwd Packet Length Max,2.0621,Flow IAT Max,-1.042,Destination Port,0.7826,Bwd Packet Length Max,-0.7265
375,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.7345,Total Length of Bwd Packets,-0.6938,Flow IAT Mean,0.5248,Flow Packets/s,-0.4632,Flow IAT Max,-0.3981
376,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.831,Destination Port,-0.7477,Fwd Packet Length Max,-0.6467,Fwd Packet Length Std,-0.6141,Flow Packets/s,-0.5773
377,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.1709,Total Length of Bwd Packets,-0.6152,Flow IAT Mean,0.615,Flow IAT Std,-0.534,Flow IAT Max,-0.4814
378,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.6538,Fwd Packet Length Min,-0.6731,Destination Port,-0.614,Fwd Packet Length Std,-0.6066,Fwd Packet Length Mean,0.5421
379,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.344,Flow IAT Mean,0.8284,Total Fwd Packets,-0.8006,Flow Packets/s,-0.727,Bwd Packet Length Max,0.6418
380,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.6719,Bwd Packet Length Mean,-0.9001,Fwd Packet Length Mean,-0.7019,Fwd Packet Length Std,0.6926,Total Length of Fwd Packets,0.6658
381,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.9432,Total Length of Bwd Packets,-0.9028,Total Fwd Packets,-0.6597,Bwd Packet Length Min,0.6187,Fwd Packet Length Mean,-0.581
382,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.678,Fwd IAT Mean,-1.0597,Flow IAT Mean,0.6514,Total Backward Packets,-0.5785,Flow IAT Min,0.5685
383,2026-07-27 10:00:00,172.16.0.82,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.0167,Flow Duration,-0.4522,Bwd Packet Length Max,-0.4085,Total Fwd Packets,-0.3541,Flow Bytes/s,-0.3217
384,2026-07-27 10:00:00,172.16.0.90,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,2.7925,Fwd Packet Length Max,2.5251,Destination Port,0.8459,Total Fwd Packets,-0.6517,Bwd Packet Length Max,-0.6346
385,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.6134,Flow IAT Min,-0.9916,Flow IAT Std,0.8881,Bwd Packet Length Max,-0.731,Fwd IAT Total,-0.5645
386,2026-07-27 10:00:00,172.16.0.81,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.4024,Fwd Packet Length Max,2.6541,Flow IAT Min,-0.9067,Bwd Packet Length Min,-0.8242,Fwd Packet Length Mean,-0.7669
387,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.9306,Bwd Packet Length Max,3.4314,Fwd IAT Total,-1.2354,Flow IAT Std,-0.8938,Flow Packets/s,-0.8822
388,2026-07-27 10:00:00,172.16.0.39,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.9747,Fwd Packet Length Max,2.3252,Flow Bytes/s,-0.8976,Fwd IAT Mean,-0.894,Bwd Packet Length Std,-0.7487
389,2026-07-27 10:00:00,172.16.0.12,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.1225,Destination Port,-0.4751,Fwd IAT Mean,-0.3481,Flow Duration,0.3065,Flow IAT Std,-0.2509
390,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,56.00000000000001,Bwd Packet Length Max,0.1332,Flow IAT Std,0.1071,Fwd Packet Length Min,-0.1008,Flow Bytes/s,-0.0791,Fwd IAT Total,-0.0759
391,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.6377,Fwd Packet Length Max,-0.9567,Flow IAT Mean,0.7638,Bwd Packet Length Max,-0.718,Flow IAT Std,0.6412
392,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,3.0881,Fwd IAT Mean,-1.0437,Fwd Packet Length Mean,-0.6692,Bwd Packet Length Min,-0.6122,Fwd Packet Length Min,-0.5656
393,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,5.5929,Fwd IAT Total,4.5702,Flow Bytes/s,2.9085,Destination Port,-1.3982,Total Backward Packets,-1.1531
394,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,7.6131,Fwd IAT Total,6.2935,Flow IAT Max,-1.3418,Destination Port,-1.3063,Fwd Packet Length Std,-1.1573
395,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.8916,Bwd Packet Length Min,-0.5489,Flow IAT Min,-0.5349,Fwd Packet Length Std,0.5186,Fwd IAT Mean,0.5133
